1.463942097474257020e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.939067332080778749e-01,6.482032825085068950e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.960757171026500600e+00
1.386208057525216975e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.630654870178024796e-01,6.096751660022741159e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.083158699838942862e+00
1.347328005361200232e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.430563986968933943e-01,7.055403894851287605e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.915497041358693586e+00
1.304222669639949761e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.267424044989089338e-01,6.578666432825177601e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.971435212380861834e+00
1.259972449490042168e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.333130640816114099e-01,8.043019171868218686e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.907421979834801995e+00
1.218559380867135222e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.507835886065867381e-01,7.162159572808755037e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.890051785957299835e+00
1.172311117465321267e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.564078199872646513e-01,7.112170007876793543e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.916382451147579769e+00
1.134169577807697116e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.688822076163031705e-01,7.003223137335177206e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.855358394514441400e+00
1.090926254545398766e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.710656227770566584e-01,6.505002149270806555e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.878145762538279140e+00
1.050642439384930626e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.882668778722011327e-01,7.009839443886973775e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.837811794328882087e+00
1.016071528661572909e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.876303220253874748e-01,6.100474724886771893e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.846174579741701294e+00
9.722601411216290346e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.846059280413436698e-01,6.705540324918960460e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.781058216586734133e+00
9.399333675270481192e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.831035010442610855e-01,6.498012831110738796e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.813320768165860741e+00
8.931826793033351142e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.859334691484141766e-01,6.716868308271115584e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.772384005604241697e+00
8.648188573383856770e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.846025146702368502e-01,6.748537446739519829e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.794893827212252102e+00
8.180625273518539464e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.653075485806197342e-01,6.535493332718809167e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.713111444472291023e+00
7.838272744564349359e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.672544626801369283e-01,7.446019044650564744e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.731494873413397251e+00
7.386059742360218117e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.871260998313360346e-01,7.299869389550888155e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.689828616331382261e+00
7.044941532740506274e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.914393313166453003e-01,6.754260094744413134e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.713605819514349093e+00
6.594882500776291789e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.858924456811778425e-01,6.660131569947409513e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.684063792809826321e+00
