4.453364580286532926e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.225523828108406654e-01,1.685254710416121959e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.130580814136090240e+00
4.427560128491012104e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.101926623007260853e-01,1.721673728202812725e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.113655486080693091e+00
4.401586749426869005e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.952994957712415047e-01,1.781259085239658702e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.072857769300182174e+00
4.375646191924852935e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.745695656398565943e-01,1.883183665644688198e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.041866232209808008e+00
4.349370898788860740e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.457672548062934892e-01,2.087991566518205833e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.008295102364715312e+00
4.322460727939512748e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.096932445766019004e-01,2.460829084194345595e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.952098232307108994e+00
4.294535850497084306e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.702759348328888533e-01,2.984175116419015561e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.891254084266682511e+00
4.264872662747589138e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.331722450221448861e-01,3.815953325810933494e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.813634988552195182e+00
4.232949791100002468e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.033482410006800967e-01,4.819415178438036795e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.732967929168026888e+00
4.198528268953388709e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.835336006094937411e-01,5.807779016656605675e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.653493053134620805e+00
4.161765369359362587e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.728110150740360007e-01,6.636637033731991320e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.586975713037610092e+00
4.123178582213208876e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.679298552766152364e-01,7.196448821075654978e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.545489879236522590e+00
4.083501936915655550e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.660385576236629745e-01,7.495326175562090354e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.521495092676193206e+00
4.043316987052164024e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.654221362199360001e-01,7.622840215600428238e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.510639575975157189e+00
4.002941342281766124e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.652358171772418838e-01,7.669639434074289053e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.505814599827156819e+00
3.962494884824144803e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.651660422983708854e-01,7.685745626390780849e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.505146810549696124e+00
